Suburb,Quarter,QuarterDate,WeeklyRent
Elwood,Jun 2025,2025-06-01,575
Essendon,Mar 2020,2020-03-01,415
Essendon,Jun 2020,2020-06-01,415
Essendon,Sep 2020,2020-09-01,415
Essendon,Dec 2020,2020-12-01,410
Essendon,Mar 2021,2021-03-01,400
Essendon,Jun 2021,2021-06-01,400
Essendon,Sep 2021,2021-09-01,399
Essendon,Dec 2021,2021-12-01,400
Essendon,Mar 2022,2022-03-01,400
Essendon,Jun 2022,2022-06-01,400
Essendon,Sep 2022,2022-09-01,400
Essendon,Dec 2022,2022-12-01,410
Essendon,Mar 2023,2023-03-01,425
Essendon,Jun 2023,2023-06-01,450
Essendon,Sep 2023,2023-09-01,465
Essendon,Dec 2023,2023-12-01,490
Essendon,Mar 2024,2024-03-01,500
Essendon,Jun 2024,2024-06-01,510
Essendon,Sep 2024,2024-09-01,530
Essendon,Dec 2024,2024-12-01,540
Essendon,Mar 2025,2025-03-01,550
Essendon,Jun 2025,2025-06-01,550
Ferntree Gully,Mar 2020,2020-03-01,410
Ferntree Gully,Jun 2020,2020-06-01,420
Ferntree Gully,Sep 2020,2020-09-01,420
Ferntree Gully,Dec 2020,2020-12-01,420
Ferntree Gully,Mar 2021,2021-03-01,420
Ferntree Gully,Jun 2021,2021-06-01,420
Ferntree Gully,Sep 2021,2021-09-01,420
Ferntree Gully,Dec 2021,2021-12-01,430
Ferntree Gully,Mar 2022,2022-03-01,430
Ferntree Gully,Jun 2022,2022-06-01,435
Ferntree Gully,Sep 2022,2022-09-01,440
Ferntree Gully,Dec 2022,2022-12-01,450
Ferntree Gully,Mar 2023,2023-03-01,460
Ferntree Gully,Jun 2023,2023-06-01,475
Ferntree Gully,Sep 2023,2023-09-01,490
Ferntree Gully,Dec 2023,2023-12-01,500
Ferntree Gully,Mar 2024,2024-03-01,530
Ferntree Gully,Jun 2024,2024-06-01,550
Ferntree Gully,Sep 2024,2024-09-01,560
Ferntree Gully,Dec 2024,2024-12-01,580
Ferntree Gully,Mar 2025,2025-03-01,580
Ferntree Gully,Jun 2025,2025-06-01,590
Fitzroy,Mar 2020,2020-03-01,575
Fitzroy,Jun 2020,2020-06-01,570
Fitzroy,Sep 2020,2020-09-01,565
Fitzroy,Dec 2020,2020-12-01,550
Fitzroy,Mar 2021,2021-03-01,550
Fitzroy,Jun 2021,2021-06-01,535
Fitzroy,Sep 2021,2021-09-01,525
Fitzroy,Dec 2021,2021-12-01,540
Fitzroy,Mar 2022,2022-03-01,540
Fitzroy,Jun 2022,2022-06-01,540
Fitzroy,Sep 2022,2022-09-01,550
Fitzroy,Dec 2022,2022-12-01,560
Fitzroy,Mar 2023,2023-03-01,590
Fitzroy,Jun 2023,2023-06-01,600
Fitzroy,Sep 2023,2023-09-01,605
Fitzroy,Dec 2023,2023-12-01,630
Fitzroy,Mar 2024,2024-03-01,650
Fitzroy,Jun 2024,2024-06-01,650
Fitzroy,Sep 2024,2024-09-01,660
Fitzroy,Dec 2024,2024-12-01,680
Fitzroy,Mar 2025,2025-03-01,695
Fitzroy,Jun 2025,2025-06-01,700
Footscray,Mar 2020,2020-03-01,400
Footscray,Jun 2020,2020-06-01,400
Footscray,Sep 2020,2020-09-01,390
Footscray,Dec 2020,2020-12-01,380
Footscray,Mar 2021,2021-03-01,370
Footscray,Jun 2021,2021-06-01,365
Footscray,Sep 2021,2021-09-01,365
Footscray,Dec 2021,2021-12-01,365
Footscray,Mar 2022,2022-03-01,365
Footscray,Jun 2022,2022-06-01,370
Footscray,Sep 2022,2022-09-01,380
Footscray,Dec 2022,2022-12-01,390
Footscray,Mar 2023,2023-03-01,400
Footscray,Jun 2023,2023-06-01,430
Footscray,Sep 2023,2023-09-01,450
Footscray,Dec 2023,2023-12-01,470
Footscray,Mar 2024,2024-03-01,490
Footscray,Jun 2024,2024-06-01,500
Footscray,Sep 2024,2024-09-01,520
Footscray,Dec 2024,2024-12-01,520
Footscray,Mar 2025,2025-03-01,520
Footscray,Jun 2025,2025-06-01,520
Frankston,Mar 2020,2020-03-01,370
Frankston,Jun 2020,2020-06-01,370
Frankston,Sep 2020,2020-09-01,370
Frankston,Dec 2020,2020-12-01,375
Frankston,Mar 2021,2021-03-01,375
Frankston,Jun 2021,2021-06-01,380
Frankston,Sep 2021,2021-09-01,390
Frankston,Dec 2021,2021-12-01,400
Frankston,Mar 2022,2022-03-01,410
Frankston,Jun 2022,2022-06-01,420
Frankston,Sep 2022,2022-09-01,430
Frankston,Dec 2022,2022-12-01,440
Frankston,Mar 2023,2023-03-01,450
Frankston,Jun 2023,2023-06-01,450
Frankston,Sep 2023,2023-09-01,462
Frankston,Dec 2023,2023-12-01,475
Frankston,Mar 2024,2024-03-01,490
Frankston,Jun 2024,2024-06-01,500
Frankston,Sep 2024,2024-09-01,510
Frankston,Dec 2024,2024-12-01,520
Frankston,Mar 2025,2025-03-01,530
Frankston,Jun 2025,2025-06-01,540
Hamilton,Mar 2020,2020-03-01,270
Hamilton,Jun 2020,2020-06-01,270
Hamilton,Sep 2020,2020-09-01,270
Hamilton,Dec 2020,2020-12-01,275
Hamilton,Mar 2021,2021-03-01,280
Hamilton,Jun 2021,2021-06-01,280
Hamilton,Sep 2021,2021-09-01,290
Hamilton,Dec 2021,2021-12-01,300
Hamilton,Mar 2022,2022-03-01,300
Hamilton,Jun 2022,2022-06-01,320
Hamilton,Sep 2022,2022-09-01,320
Hamilton,Dec 2022,2022-12-01,330
Hamilton,Mar 2023,2023-03-01,330
Hamilton,Jun 2023,2023-06-01,330
Hamilton,Sep 2023,2023-09-01,335
Hamilton,Dec 2023,2023-12-01,340
Hamilton,Mar 2024,2024-03-01,340
Hamilton,Jun 2024,2024-06-01,350
Hamilton,Sep 2024,2024-09-01,350
Hamilton,Dec 2024,2024-12-01,350
Hamilton,Mar 2025,2025-03-01,353
Hamilton,Jun 2025,2025-06-01,350
Hawthorn,Mar 2020,2020-03-01,435
Hawthorn,Jun 2020,2020-06-01,440
Hawthorn,Sep 2020,2020-09-01,430
Hawthorn,Dec 2020,2020-12-01,420
Hawthorn,Mar 2021,2021-03-01,400
Hawthorn,Jun 2021,2021-06-01,385
Hawthorn,Sep 2021,2021-09-01,380
Hawthorn,Dec 2021,2021-12-01,375
Hawthorn,Mar 2022,2022-03-01,375
Hawthorn,Jun 2022,2022-06-01,375
Hawthorn,Sep 2022,2022-09-01,385
Hawthorn,Dec 2022,2022-12-01,400
Hawthorn,Mar 2023,2023-03-01,420
Hawthorn,Jun 2023,2023-06-01,450
Hawthorn,Sep 2023,2023-09-01,470
Hawthorn,Dec 2023,2023-12-01,495
Hawthorn,Mar 2024,2024-03-01,520
Hawthorn,Jun 2024,2024-06-01,539
Hawthorn,Sep 2024,2024-09-01,530
Hawthorn,Dec 2024,2024-12-01,530
Hawthorn,Mar 2025,2025-03-01,530
Hawthorn,Jun 2025,2025-06-01,530
Horsham,Mar 2020,2020-03-01,275
Horsham,Jun 2020,2020-06-01,280
Horsham,Sep 2020,2020-09-01,280
Horsham,Dec 2020,2020-12-01,285
Horsham,Mar 2021,2021-03-01,290
Horsham,Jun 2021,2021-06-01,300
Horsham,Sep 2021,2021-09-01,315
Horsham,Dec 2021,2021-12-01,320
Horsham,Mar 2022,2022-03-01,330
Horsham,Jun 2022,2022-06-01,330
Horsham,Sep 2022,2022-09-01,340
Horsham,Dec 2022,2022-12-01,340
Horsham,Mar 2023,2023-03-01,350
Horsham,Jun 2023,2023-06-01,350
Horsham,Sep 2023,2023-09-01,350
Horsham,Dec 2023,2023-12-01,360
Horsham,Mar 2024,2024-03-01,370
Horsham,Jun 2024,2024-06-01,380
Horsham,Sep 2024,2024-09-01,380
Horsham,Dec 2024,2024-12-01,380
Horsham,Mar 2025,2025-03-01,380
Horsham,Jun 2025,2025-06-01,380
Keilor,Mar 2020,2020-03-01,420
Keilor,Jun 2020,2020-06-01,410
Keilor,Sep 2020,2020-09-01,410
Keilor,Dec 2020,2020-12-01,410
Keilor,Mar 2021,2021-03-01,415
Keilor,Jun 2021,2021-06-01,420
Keilor,Sep 2021,2021-09-01,420
Keilor,Dec 2021,2021-12-01,440
Keilor,Mar 2022,2022-03-01,450
Keilor,Jun 2022,2022-06-01,460
Keilor,Sep 2022,2022-09-01,450
Keilor,Dec 2022,2022-12-01,450
Keilor,Mar 2023,2023-03-01,480
Keilor,Jun 2023,2023-06-01,480
Keilor,Sep 2023,2023-09-01,510
Keilor,Dec 2023,2023-12-01,515
Keilor,Mar 2024,2024-03-01,575
Keilor,Jun 2024,2024-06-01,600
Keilor,Sep 2024,2024-09-01,610
Keilor,Dec 2024,2024-12-01,625
Keilor,Mar 2025,2025-03-01,633
Keilor,Jun 2025,2025-06-01,630
Kew,Mar 2020,2020-03-01,520
Kew,Jun 2020,2020-06-01,525
Kew,Sep 2020,2020-09-01,520
Kew,Dec 2020,2020-12-01,500
Kew,Mar 2021,2021-03-01,495
Kew,Jun 2021,2021-06-01,480
Kew,Sep 2021,2021-09-01,475
Kew,Dec 2021,2021-12-01,475
Kew,Mar 2022,2022-03-01,480
Kew,Jun 2022,2022-06-01,495
Kew,Sep 2022,2022-09-01,500
Kew,Dec 2022,2022-12-01,500
Kew,Mar 2023,2023-03-01,530
Kew,Jun 2023,2023-06-01,550
Kew,Sep 2023,2023-09-01,595
Kew,Dec 2023,2023-12-01,610
Kew,Mar 2024,2024-03-01,650
Kew,Jun 2024,2024-06-01,650
Kew,Sep 2024,2024-09-01,663
Kew,Dec 2024,2024-12-01,680
Kew,Mar 2025,2025-03-01,680
Kew,Jun 2025,2025-06-01,680
Lara,Mar 2020,2020-03-01,400
Lara,Jun 2020,2020-06-01,400
Lara,Sep 2020,2020-09-01,400
Lara,Dec 2020,2020-12-01,400
Lara,Mar 2021,2021-03-01,400
Lara,Jun 2021,2021-06-01,420
Lara,Sep 2021,2021-09-01,430
Lara,Dec 2021,2021-12-01,438
Lara,Mar 2022,2022-03-01,450
Lara,Jun 2022,2022-06-01,450
Lara,Sep 2022,2022-09-01,460
Lara,Dec 2022,2022-12-01,480
Lara,Mar 2023,2023-03-01,485
Lara,Jun 2023,2023-06-01,490
Lara,Sep 2023,2023-09-01,500
Lara,Dec 2023,2023-12-01,500
Lara,Mar 2024,2024-03-01,520
Lara,Jun 2024,2024-06-01,520
Lara,Sep 2024,2024-09-01,530
Lara,Dec 2024,2024-12-01,540
Lara,Mar 2025,2025-03-01,540
Lara,Jun 2025,2025-06-01,550
Malvern,Mar 2020,2020-03-01,480
Malvern,Jun 2020,2020-06-01,465
Malvern,Sep 2020,2020-09-01,480
Malvern,Dec 2020,2020-12-01,470
Malvern,Mar 2021,2021-03-01,450
Malvern,Jun 2021,2021-06-01,450
Malvern,Sep 2021,2021-09-01,450
Malvern,Dec 2021,2021-12-01,450
Malvern,Mar 2022,2022-03-01,460
Malvern,Jun 2022,2022-06-01,450
Malvern,Sep 2022,2022-09-01,460
Malvern,Dec 2022,2022-12-01,475
Malvern,Mar 2023,2023-03-01,500
Malvern,Jun 2023,2023-06-01,548
Malvern,Sep 2023,2023-09-01,585
Malvern,Dec 2023,2023-12-01,585
Malvern,Mar 2024,2024-03-01,580
Malvern,Jun 2024,2024-06-01,580
Malvern,Sep 2024,2024-09-01,585
Malvern,Dec 2024,2024-12-01,600
Malvern,Mar 2025,2025-03-01,600
Malvern,Jun 2025,2025-06-01,635
Malvern East,Mar 2020,2020-03-01,485
Malvern East,Jun 2020,2020-06-01,480
Malvern East,Sep 2020,2020-09-01,460
Malvern East,Dec 2020,2020-12-01,450
Malvern East,Mar 2021,2021-03-01,430
Malvern East,Jun 2021,2021-06-01,410
Malvern East,Sep 2021,2021-09-01,410
Malvern East,Dec 2021,2021-12-01,400
Malvern East,Mar 2022,2022-03-01,410
Malvern East,Jun 2022,2022-06-01,430
Malvern East,Sep 2022,2022-09-01,450
Malvern East,Dec 2022,2022-12-01,460
Malvern East,Mar 2023,2023-03-01,490
Malvern East,Jun 2023,2023-06-01,500
Malvern East,Sep 2023,2023-09-01,530
Malvern East,Dec 2023,2023-12-01,550
Malvern East,Mar 2024,2024-03-01,575
Malvern East,Jun 2024,2024-06-01,580
Malvern East,Sep 2024,2024-09-01,600
Malvern East,Dec 2024,2024-12-01,600
Malvern East,Mar 2025,2025-03-01,610
Malvern East,Jun 2025,2025-06-01,610
Melton,Mar 2020,2020-03-01,340
Melton,Jun 2020,2020-06-01,345
Melton,Sep 2020,2020-09-01,350
Melton,Dec 2020,2020-12-01,350
Melton,Mar 2021,2021-03-01,350
Melton,Jun 2021,2021-06-01,350
Melton,Sep 2021,2021-09-01,350
Melton,Dec 2021,2021-12-01,350
Melton,Mar 2022,2022-03-01,350
Melton,Jun 2022,2022-06-01,350
Melton,Sep 2022,2022-09-01,360
Melton,Dec 2022,2022-12-01,360
Melton,Mar 2023,2023-03-01,370
Melton,Jun 2023,2023-06-01,380
Melton,Sep 2023,2023-09-01,395
Melton,Dec 2023,2023-12-01,410
Melton,Mar 2024,2024-03-01,420
Melton,Jun 2024,2024-06-01,430
Melton,Sep 2024,2024-09-01,450
Melton,Dec 2024,2024-12-01,450
Melton,Mar 2025,2025-03-01,450
Melton,Jun 2025,2025-06-01,450
Mildura,Mar 2020,2020-03-01,310
Mildura,Jun 2020,2020-06-01,310
Mildura,Sep 2020,2020-09-01,310
Mildura,Dec 2020,2020-12-01,320
Mildura,Mar 2021,2021-03-01,320
Mildura,Jun 2021,2021-06-01,330
Mildura,Sep 2021,2021-09-01,340
Mildura,Dec 2021,2021-12-01,340
Mildura,Mar 2022,2022-03-01,340
Mildura,Jun 2022,2022-06-01,340
Mildura,Sep 2022,2022-09-01,350
Mildura,Dec 2022,2022-12-01,350
Mildura,Mar 2023,2023-03-01,360
Mildura,Jun 2023,2023-06-01,370
Mildura,Sep 2023,2023-09-01,380
Mildura,Dec 2023,2023-12-01,380
Mildura,Mar 2024,2024-03-01,395
Mildura,Jun 2024,2024-06-01,395
Mildura,Sep 2024,2024-09-01,410
Mildura,Dec 2024,2024-12-01,430
Mildura,Mar 2025,2025-03-01,450
Mildura,Jun 2025,2025-06-01,450
Morwell,Mar 2020,2020-03-01,225
Morwell,Jun 2020,2020-06-01,230
Morwell,Sep 2020,2020-09-01,230
Morwell,Dec 2020,2020-12-01,230
Morwell,Mar 2021,2021-03-01,240
Morwell,Jun 2021,2021-06-01,250
Morwell,Sep 2021,2021-09-01,250
Morwell,Dec 2021,2021-12-01,268
Morwell,Mar 2022,2022-03-01,280
Morwell,Jun 2022,2022-06-01,290
Morwell,Sep 2022,2022-09-01,300
Morwell,Dec 2022,2022-12-01,300
Morwell,Mar 2023,2023-03-01,320
Morwell,Jun 2023,2023-06-01,330
Morwell,Sep 2023,2023-09-01,340
Morwell,Dec 2023,2023-12-01,340
Morwell,Mar 2024,2024-03-01,340
Morwell,Jun 2024,2024-06-01,350
Morwell,Sep 2024,2024-09-01,350
Morwell,Dec 2024,2024-12-01,350
Morwell,Mar 2025,2025-03-01,360
Morwell,Jun 2025,2025-06-01,380
Mount Waverley,Mar 2020,2020-03-01,520
Mount Waverley,Jun 2020,2020-06-01,510
Mount Waverley,Sep 2020,2020-09-01,500
Mount Waverley,Dec 2020,2020-12-01,500
Mount Waverley,Mar 2021,2021-03-01,490
Mount Waverley,Jun 2021,2021-06-01,500
Mount Waverley,Sep 2021,2021-09-01,498
Mount Waverley,Dec 2021,2021-12-01,500
Mount Waverley,Mar 2022,2022-03-01,500
Mount Waverley,Jun 2022,2022-06-01,500
Mount Waverley,Sep 2022,2022-09-01,520
Mount Waverley,Dec 2022,2022-12-01,530
Mount Waverley,Mar 2023,2023-03-01,550
Mount Waverley,Jun 2023,2023-06-01,570
Mount Waverley,Sep 2023,2023-09-01,600
Mount Waverley,Dec 2023,2023-12-01,600
Mount Waverley,Mar 2024,2024-03-01,650
Mount Waverley,Jun 2024,2024-06-01,650
Mount Waverley,Sep 2024,2024-09-01,650
Mount Waverley,Dec 2024,2024-12-01,660
Mount Waverley,Mar 2025,2025-03-01,670
Mount Waverley,Jun 2025,2025-06-01,670
Noble Park,Mar 2020,2020-03-01,360
Noble Park,Jun 2020,2020-06-01,360
Noble Park,Sep 2020,2020-09-01,360
Noble Park,Dec 2020,2020-12-01,360
Noble Park,Mar 2021,2021-03-01,360
Noble Park,Jun 2021,2021-06-01,360
Noble Park,Sep 2021,2021-09-01,360
Noble Park,Dec 2021,2021-12-01,360
Noble Park,Mar 2022,2022-03-01,365
Noble Park,Jun 2022,2022-06-01,375
Noble Park,Sep 2022,2022-09-01,380
Noble Park,Dec 2022,2022-12-01,380
Noble Park,Mar 2023,2023-03-01,390
Noble Park,Jun 2023,2023-06-01,400
Noble Park,Sep 2023,2023-09-01,415
Noble Park,Dec 2023,2023-12-01,440
Noble Park,Mar 2024,2024-03-01,458
Noble Park,Jun 2024,2024-06-01,480
Noble Park,Sep 2024,2024-09-01,500
Noble Park,Dec 2024,2024-12-01,500
Noble Park,Mar 2025,2025-03-01,500
Noble Park,Jun 2025,2025-06-01,515
North Bendigo,Mar 2020,2020-03-01,310
North Bendigo,Jun 2020,2020-06-01,315
North Bendigo,Sep 2020,2020-09-01,320
North Bendigo,Dec 2020,2020-12-01,330
North Bendigo,Mar 2021,2021-03-01,330
North Bendigo,Jun 2021,2021-06-01,345
North Bendigo,Sep 2021,2021-09-01,350
North Bendigo,Dec 2021,2021-12-01,360
North Bendigo,Mar 2022,2022-03-01,380
North Bendigo,Jun 2022,2022-06-01,380
North Bendigo,Sep 2022,2022-09-01,390
North Bendigo,Dec 2022,2022-12-01,400
North Bendigo,Mar 2023,2023-03-01,405
North Bendigo,Jun 2023,2023-06-01,420
North Bendigo,Sep 2023,2023-09-01,430
North Bendigo,Dec 2023,2023-12-01,440
North Bendigo,Mar 2024,2024-03-01,430
North Bendigo,Jun 2024,2024-06-01,440
North Bendigo,Sep 2024,2024-09-01,450
North Bendigo,Dec 2024,2024-12-01,450
North Bendigo,Mar 2025,2025-03-01,460
North Bendigo,Jun 2025,2025-06-01,470
North Geelong,Mar 2020,2020-03-01,350
North Geelong,Jun 2020,2020-06-01,350
North Geelong,Sep 2020,2020-09-01,360
North Geelong,Dec 2020,2020-12-01,360
North Geelong,Mar 2021,2021-03-01,360
North Geelong,Jun 2021,2021-06-01,373
North Geelong,Sep 2021,2021-09-01,385
North Geelong,Dec 2021,2021-12-01,390
North Geelong,Mar 2022,2022-03-01,400
North Geelong,Jun 2022,2022-06-01,400
North Geelong,Sep 2022,2022-09-01,410
North Geelong,Dec 2022,2022-12-01,420
North Geelong,Mar 2023,2023-03-01,430
North Geelong,Jun 2023,2023-06-01,440
North Geelong,Sep 2023,2023-09-01,440
North Geelong,Dec 2023,2023-12-01,450
North Geelong,Mar 2024,2024-03-01,450
North Geelong,Jun 2024,2024-06-01,450
North Geelong,Sep 2024,2024-09-01,460
North Geelong,Dec 2024,2024-12-01,470
North Geelong,Mar 2025,2025-03-01,475
North Geelong,Jun 2025,2025-06-01,480
Northcote,Mar 2020,2020-03-01,500
Northcote,Jun 2020,2020-06-01,500
Northcote,Sep 2020,2020-09-01,500
Northcote,Dec 2020,2020-12-01,500
Northcote,Mar 2021,2021-03-01,500
Northcote,Jun 2021,2021-06-01,490
Northcote,Sep 2021,2021-09-01,495
Northcote,Dec 2021,2021-12-01,490
Northcote,Mar 2022,2022-03-01,490
Northcote,Jun 2022,2022-06-01,490
Northcote,Sep 2022,2022-09-01,480
Northcote,Dec 2022,2022-12-01,500
Northcote,Mar 2023,2023-03-01,515
Northcote,Jun 2023,2023-06-01,530
Northcote,Sep 2023,2023-09-01,550
Northcote,Dec 2023,2023-12-01,580
Northcote,Mar 2024,2024-03-01,598
Northcote,Jun 2024,2024-06-01,600
Northcote,Sep 2024,2024-09-01,615
Northcote,Dec 2024,2024-12-01,625
Northcote,Mar 2025,2025-03-01,640
Northcote,Jun 2025,2025-06-01,640
Pakenham,Mar 2020,2020-03-01,355
Pakenham,Jun 2020,2020-06-01,350
Pakenham,Sep 2020,2020-09-01,350
Pakenham,Dec 2020,2020-12-01,360
Pakenham,Mar 2021,2021-03-01,360
Pakenham,Jun 2021,2021-06-01,365
Pakenham,Sep 2021,2021-09-01,370
Pakenham,Dec 2021,2021-12-01,375
Pakenham,Mar 2022,2022-03-01,380
Pakenham,Jun 2022,2022-06-01,390
Pakenham,Sep 2022,2022-09-01,400
Pakenham,Dec 2022,2022-12-01,410
Pakenham,Mar 2023,2023-03-01,420
Pakenham,Jun 2023,2023-06-01,435
Pakenham,Sep 2023,2023-09-01,450
Pakenham,Dec 2023,2023-12-01,470
Pakenham,Mar 2024,2024-03-01,480
Pakenham,Jun 2024,2024-06-01,500
Pakenham,Sep 2024,2024-09-01,510
Pakenham,Dec 2024,2024-12-01,520
Pakenham,Mar 2025,2025-03-01,530
Pakenham,Jun 2025,2025-06-01,540
Port Melbourne,Mar 2020,2020-03-01,630
Port Melbourne,Jun 2020,2020-06-01,600
Port Melbourne,Sep 2020,2020-09-01,590
Port Melbourne,Dec 2020,2020-12-01,590
Port Melbourne,Mar 2021,2021-03-01,575
Port Melbourne,Jun 2021,2021-06-01,590
Port Melbourne,Sep 2021,2021-09-01,595
Port Melbourne,Dec 2021,2021-12-01,595
Port Melbourne,Mar 2022,2022-03-01,600
Port Melbourne,Jun 2022,2022-06-01,600
Port Melbourne,Sep 2022,2022-09-01,600
Port Melbourne,Dec 2022,2022-12-01,623
Port Melbourne,Mar 2023,2023-03-01,650
Port Melbourne,Jun 2023,2023-06-01,650
Port Melbourne,Sep 2023,2023-09-01,675
Port Melbourne,Dec 2023,2023-12-01,675
Port Melbourne,Mar 2024,2024-03-01,695
Port Melbourne,Jun 2024,2024-06-01,700
Port Melbourne,Sep 2024,2024-09-01,700
Port Melbourne,Dec 2024,2024-12-01,735
Port Melbourne,Mar 2025,2025-03-01,750
Port Melbourne,Jun 2025,2025-06-01,770
Portland,Mar 2020,2020-03-01,290
Portland,Jun 2020,2020-06-01,300
Portland,Sep 2020,2020-09-01,300
Portland,Dec 2020,2020-12-01,310
Portland,Mar 2021,2021-03-01,320
Portland,Jun 2021,2021-06-01,350
Portland,Sep 2021,2021-09-01,350
Portland,Dec 2021,2021-12-01,350
Portland,Mar 2022,2022-03-01,350
Portland,Jun 2022,2022-06-01,350
Portland,Sep 2022,2022-09-01,360
Portland,Dec 2022,2022-12-01,370
Portland,Mar 2023,2023-03-01,380
Portland,Jun 2023,2023-06-01,400
Portland,Sep 2023,2023-09-01,400
Portland,Dec 2023,2023-12-01,400
Portland,Mar 2024,2024-03-01,400
Portland,Jun 2024,2024-06-01,400
Portland,Sep 2024,2024-09-01,400
Portland,Dec 2024,2024-12-01,400
Portland,Mar 2025,2025-03-01,400
Portland,Jun 2025,2025-06-01,410
Preston,Mar 2020,2020-03-01,425
Preston,Jun 2020,2020-06-01,420
Preston,Sep 2020,2020-09-01,425
Preston,Dec 2020,2020-12-01,420
Preston,Mar 2021,2021-03-01,420
Preston,Jun 2021,2021-06-01,410
Preston,Sep 2021,2021-09-01,400
Preston,Dec 2021,2021-12-01,400
Preston,Mar 2022,2022-03-01,400
Preston,Jun 2022,2022-06-01,410
Preston,Sep 2022,2022-09-01,420
Preston,Dec 2022,2022-12-01,430
Preston,Mar 2023,2023-03-01,450
Preston,Jun 2023,2023-06-01,460
Preston,Sep 2023,2023-09-01,480
Preston,Dec 2023,2023-12-01,500
Preston,Mar 2024,2024-03-01,500
Preston,Jun 2024,2024-06-01,500
Preston,Sep 2024,2024-09-01,520
Preston,Dec 2024,2024-12-01,530
Preston,Mar 2025,2025-03-01,550
Preston,Jun 2025,2025-06-01,550
Reservoir,Mar 2020,2020-03-01,380
Reservoir,Jun 2020,2020-06-01,380
Reservoir,Sep 2020,2020-09-01,385
Reservoir,Dec 2020,2020-12-01,385
Reservoir,Mar 2021,2021-03-01,380
Reservoir,Jun 2021,2021-06-01,380
Reservoir,Sep 2021,2021-09-01,380
Reservoir,Dec 2021,2021-12-01,380
Reservoir,Mar 2022,2022-03-01,380
Reservoir,Jun 2022,2022-06-01,380
Reservoir,Sep 2022,2022-09-01,390
Reservoir,Dec 2022,2022-12-01,400
Reservoir,Mar 2023,2023-03-01,405
Reservoir,Jun 2023,2023-06-01,420
Reservoir,Sep 2023,2023-09-01,430
Reservoir,Dec 2023,2023-12-01,450
Reservoir,Mar 2024,2024-03-01,470
Reservoir,Jun 2024,2024-06-01,480
Reservoir,Sep 2024,2024-09-01,500
Reservoir,Dec 2024,2024-12-01,500
Reservoir,Mar 2025,2025-03-01,520
Reservoir,Jun 2025,2025-06-01,525
Ringwood,Mar 2020,2020-03-01,410
Ringwood,Jun 2020,2020-06-01,410
Ringwood,Sep 2020,2020-09-01,415
Ringwood,Dec 2020,2020-12-01,415
Ringwood,Mar 2021,2021-03-01,410
Ringwood,Jun 2021,2021-06-01,410
Ringwood,Sep 2021,2021-09-01,410
Ringwood,Dec 2021,2021-12-01,410
Ringwood,Mar 2022,2022-03-01,420
Ringwood,Jun 2022,2022-06-01,420
Ringwood,Sep 2022,2022-09-01,430
Ringwood,Dec 2022,2022-12-01,440
Ringwood,Mar 2023,2023-03-01,450
Ringwood,Jun 2023,2023-06-01,460
Ringwood,Sep 2023,2023-09-01,470
Ringwood,Dec 2023,2023-12-01,490
Ringwood,Mar 2024,2024-03-01,500
Ringwood,Jun 2024,2024-06-01,520
Ringwood,Sep 2024,2024-09-01,549
Ringwood,Dec 2024,2024-12-01,550
Ringwood,Mar 2025,2025-03-01,550
Ringwood,Jun 2025,2025-06-01,555
Rowville,Mar 2020,2020-03-01,450
Rowville,Jun 2020,2020-06-01,450
Rowville,Sep 2020,2020-09-01,450
Rowville,Dec 2020,2020-12-01,460
Rowville,Mar 2021,2021-03-01,460
Rowville,Jun 2021,2021-06-01,460
Rowville,Sep 2021,2021-09-01,470
Rowville,Dec 2021,2021-12-01,470
Rowville,Mar 2022,2022-03-01,480
Rowville,Jun 2022,2022-06-01,490
Rowville,Sep 2022,2022-09-01,500
Rowville,Dec 2022,2022-12-01,505
Rowville,Mar 2023,2023-03-01,510
Rowville,Jun 2023,2023-06-01,530
Rowville,Sep 2023,2023-09-01,550
Rowville,Dec 2023,2023-12-01,550
Rowville,Mar 2024,2024-03-01,580
Rowville,Jun 2024,2024-06-01,590
Rowville,Sep 2024,2024-09-01,600
Rowville,Dec 2024,2024-12-01,640
Rowville,Mar 2025,2025-03-01,650
Rowville,Jun 2025,2025-06-01,650
Seymour,Mar 2020,2020-03-01,295
Seymour,Jun 2020,2020-06-01,300
Seymour,Sep 2020,2020-09-01,300
Seymour,Dec 2020,2020-12-01,300
Seymour,Mar 2021,2021-03-01,300
Seymour,Jun 2021,2021-06-01,300
Seymour,Sep 2021,2021-09-01,305
Seymour,Dec 2021,2021-12-01,320
Seymour,Mar 2022,2022-03-01,331
Seymour,Jun 2022,2022-06-01,350
Seymour,Sep 2022,2022-09-01,355
Seymour,Dec 2022,2022-12-01,360
Seymour,Mar 2023,2023-03-01,370
Seymour,Jun 2023,2023-06-01,370
Seymour,Sep 2023,2023-09-01,380
Seymour,Dec 2023,2023-12-01,380
Seymour,Mar 2024,2024-03-01,390
Seymour,Jun 2024,2024-06-01,395
Seymour,Sep 2024,2024-09-01,400
Seymour,Dec 2024,2024-12-01,400
Seymour,Mar 2025,2025-03-01,400
Seymour,Jun 2025,2025-06-01,400
Shepparton,Mar 2020,2020-03-01,290
Shepparton,Jun 2020,2020-06-01,290
Shepparton,Sep 2020,2020-09-01,300
Shepparton,Dec 2020,2020-12-01,300
Shepparton,Mar 2021,2021-03-01,300
Shepparton,Jun 2021,2021-06-01,310
Shepparton,Sep 2021,2021-09-01,320
